sentence,label
 i honestly hope the theatre gets hit by a meteor before you get there,0
contemplating borrowing one of my moms dogs just for today..i want to take care of someone.,1
 hi eric I hope your having a beautiful Saturday,1
"exhausted, but forced into attending a lock-in",0
" sorry again, I don`t have a twitter ap on my phone, so I only text to it, I can only reply on the internet for now.",0
Bella doesn`t love me no more,0
 you are one of my favorite musicians/artists ever!! Please keep up the great work John,1
"OK crowdsourcing failed,",0
I swear its so hot I dont want to leave my house  Is it hot where your at?,0
" Aww, thanks!",1
" I didn`t say I met *all* the awesomest people, just a bunch of them.",1
" and aww and HEEE. nicely done, your weekend guest! *approves a lot*",1
wish i was home in time for the #jonaswebcast today,1
pilot to co-pilot baby we burnin` up   /i cannot stress how much this line works.,0
 That`s how it was for me in March...it came sooo slow..then it was over in a heartbeat,0
Cat is anxiously watching wild turkeys in my back yard....I think they have their eyes on my bunny rabbit,0
    hope all is ok.,1
fun times. just broke my usb stick.. like literally broke it..,1
" still a bit of a warning signal in my head saying: 'you want yesterday`s headache back? ok, get yourself a coffee then, quick!'",0
 That`s better than Missy 8 telling me I should be on The Biggest Loser,1
 AHhh FCUKKK...i missed out AGAIN  You must fill me in with the deetZ...see you tonight?!?!!,0
" Alright, sorry. But I think you should go anyways",0
"For the record, john mayer is freaking cool.",1
Morning all  and its a lovely day at last,1
 What!?!?! I can`t believe I had to find out this way...don`t you ppl contact family first??!!? I`m so sad!  Who was it?!?1,0
" Thanks, the more, the merrier",1
I just banged my elbow and its bleeding  owwiee,0
" just nothing perfect in life, darn it!",0
 POOOOOOOOR SHEEEEP!!!,0
 Your welcome.,1
 Thanks for the follow man,1
Hi this is http://gayorbispace.com We hope everybody is having a safe & fun weekend,1
Sitting at the Audi Joburg fashion week casting. So many lanky people in one place! Almost 100. Lol. Good luck to everyone  ****,1
 I`m glad  you def needed a pick me up!  drama free!,1
the boys didn`t finish their tacos so now I`m eating them happily,1
  awww lol yh it is worth it-  mcfly are worth it 2  eekk,1
"gor i am soo bored, man i don`t think i could get any more bored",0
 Lol Only if you make me that cookie.  I`ll hit you up.,0
" i`m a huge fan of Take That since i was a baby.. Yeah, 6 months really feels like 5 months.",1
I hope I`m doing something right. Had an influx of reviews on a 1 year old fan fic telling me they love my style of writing for HP.,1
 yeeeeeessss I can`t wait! Too bad I can`t drink,0
I wish I could be AT work as opposed to being wit the kids cuz it`s the hardest job eva,0
mint choc ice cream whilst studying.....now thats good,1
my teeshirt is faaar too small for me but i like it too much to stop wearing it,1
Finally back from the stupid holiday ! Missing the fit bar men though,0
"a surprisingly good day, now its time to sleep. hopefully sweet dreams await me",1
"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ",1
Coffee in hand and sun shining in my window.  Hope everyone`s having a great Monday morning so far! #monday - MR,1
 I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,0
 Ahhhh \you are soo smart  Thanks for this schooling of thoughts,1
" I am 28 and I still haven`t been to a club. Lots of bars, though. I don`t think I`m missing much",0
 yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck,0
 good luck with the pump!,1
I am sitting here taking a little break and trying to recharge so I can continue housework,1
 ahaha i know. but now i can`t do anything over the weekend,0
" Hii,I freaking love you  I would be the happiest 13 year old girl alive if you replied to this.",1
Bus stuck in traffic; gonna be late,0
" i heard one of your songs, and you have an amazing voice  i was stunned",1
i hate rain and people.,0
just waking up...ahh i have a headache,0
"I`m a giver, and life rewards the takers.  We givers make takers possible, but we get no appreciation for what we do--we just get taken.",0
Good morning tweeps! I have a feeling I won`t be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am.,1
"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",0
"  Ugh, you people and your fancy trips to Italy while I`m slaving away at this computer.",0
http://twitpic.com/4wt8a - pretty **** good friday night,1
"first year in ages where i`m not going to the crafty raft :O i don`t mind though, i don`t even like the crafty raft",0
arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement....  Burma or Cuba???? eeeep help!,0
 oo never played it  thats so good that u like 2 play games most females dont like too,1
Ready to crash!...had a great day and a FUN night! I couldn`t ask for anything more  Night!,1
 ?Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? And many more!,1
Awe i feel so left out,0
 He`s my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow,0
" I have the best bestfriend in the whole world .. My Mother`s Day present = ambien, klonopin and a quarter! woohoo!  smh...",1
 srry can`t go paintballing tonight  and there are no good movies out,0
 oh well   Its great to see the canadian math trades getting bigger though.,1
"What have you done for Mother`s Day?'*people who are a day behind us*'what will you be doing?' I took my Mom to Starbucks, she enjoyed it",1
Sooo much work so little time,0
today something amazing happened...I fell in love with coupons!,1
"had the best mother`s day! breakfast, shopping and lunch, drinks, chocolate galore!",1
" oh dear. (I`m sorry, but i laughed  )",0
 oooh really haha have they said anything about it yet!? i`ll suggest the idea on twitter if you want/havent already,1
  If you don`t want to come then don`t come. JEEEEEZ.,0
#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.,0
is looking forward to spending time with Mom today,1
 my film didn`t come out  the camera was broken. lamesauce.,0
 but...he`s..mine  you told me a couple of weeks ago that you didn`t find any other guys hot apart from the ones you...,0
Feeling sick at stomach today,0
Happy Mother`s Day to all the Mothers! Especially mine!  Enjoy ya day mothers!,1
Football session after this.fun,1
 They are great friends of mine. I`ll let you know when they are playing next and you can come along and do whatever you like,1
Am listening to Darren Hayes`s Spin. Am talkin to my wacky friend who`s going insane. I ain`t at all tired and I`m messed up bout things.,0
"good moring  gonna take a shower, fix my hair and then Im going out .",1
i just wanna say happy mother`s day to all the mommy`s out there,1
 i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word 'crikey' just now!!,1
_always3 okay well thank you you are so beautiful too,1
" already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",0
Happy Mother`s Day to all my twitter moms (including myself),1
Nobody does it better than www.traveljunky.com Not even half as good   ? http://blip.fm/~5jv7j,0
So its my bday weekend and **** is already headed south...might have to drive to atl tonight,0
 I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,1
http://bit.ly/PenQl  I`ve added a new icon to the feedicon database  Have some fun with it!,1
wants to go the the vintage paper show but no one will accompany her,0
 It will be an Adventure!  Have FUN with your 5 yr old and 8 mo old! (You`re brave.)    Hope you have a great time!,1
Going to workout + swin... fun,1
 nice one,1
RAIN!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! i`m gonna melt. **** it`s cold. freakin cold.  brrrrrr,0
  I wish I knew..  Trying to figure something out here too,1
"boopboopboop. still talking to ashley & brittany.  i`ve been talking to ashley for forever, and our convo still goes places. we`re awesome",1
Back from AOT last lec.. Alot of question marks on my head.. But thank God for all the tips.. Should be able to pull tru,1
i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent ,1
 Wahoo! Thanks for the mention to others!,1
I`m still up! Thank you all for praying (: AHAHAHA! I`m watching Britney: For the Record until school. Today should be a good day,1
_girl - Bummer...mail came but package didn`t,0
" that sounds pretty sweet, you too must be loving it! yeah man that sounds cool, keen for that",1
A thursday. Is that REALLY necessary  ? Have u ever heard of school and horrible mums,0
 apparently were not as good as the Brazillians tho`,0
"Yep, lost my bet to chris",0
 I`ve missed one this year(!). It`s the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,0
 Kennedy was re-injured at RAW on Monday. He`s got s serious muscle issue in his back and a broken wrist.,0
Feeling bad that  didnt get to see UP,0
" need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",1
" thanks for the follow, your family photo is beautiful  happy mother`s day to your wife!",1
 they are having a closing down sale !    does not look good.,0
" Feel your pain with the hayfever - forgot to take mine yesterday, again.",0
_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U,0
 Well I can`t get Cupcake because I can`t connect to T-Mobile`s network because my SIM card is corrupted,0
It`s car crash tv at it`s worst.,0
Digging a downloaded film with mi familia. We love iTunes,1
